"","100-CA1-1","100-CA1-2","100-CA1-3","100-CA3-1","100-CA3-4","100-DG-2","100-DG-3","101-CA1-1","101-CA1-2","101-CA1-3","101-CA3-1","101-CA3-4","101-DG-3","101-DG-4"
"Cers6",171,569,205,213,186,57,662,235,5,20,145,64,2,49
"Ces1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces1g",0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Ces1h",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2b",24,73,26,37,26,10,188,24,0,7,29,10,0,35
"Ces2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2e",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces2f",39,77,28,37,44,23,132,48,4,4,58,8,0,27
"Ces2g",0,7,1,2,0,0,10,1,0,0,0,8,0,0
"Ces2h",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ces5a",3,4,1,9,1,0,3,6,0,0,0,0,0,0
"Cetn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetn2",36,140,47,37,88,25,116,127,3,10,45,13,1,1
"Cetn3",39,164,46,45,52,35,181,101,3,0,55,24,0,11
"Cetn4",29,63,18,17,33,21,62,23,1,0,12,23,0,0
"Cfap100",47,167,53,51,37,3,24,112,6,1,16,0,0,9
"Cfap126",1,0,0,4,0,0,0,4,0,0,0,0,0,0
"Cfap157",0,3,1,7,10,3,0,9,0,0,9,3,0,10
"Cfap161",0,5,1,3,2,0,0,0,0,0,2,0,0,0
"Cfap20",72,212,47,76,75,80,324,85,3,20,60,25,0,20
"Cfap206",0,1,0,3,1,0,0,0,0,0,0,0,0,0
"Cfap221",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cfap36",119,467,87,125,128,89,324,150,7,18,139,32,3,20
"Cfap43",4,20,6,7,8,2,26,49,3,0,7,28,0,0
"Cfap44",35,46,31,30,20,8,150,40,2,0,2,1,1,5
"Cfap45",0,4,0,4,2,0,0,0,0,0,13,1,0,0
"Cfap46",3,44,20,27,17,2,10,32,3,0,7,0,1,0
"Cfap52",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Cfap53",0,8,2,4,0,5,7,10,0,0,0,0,0,0
"Cfap54",13,47,9,16,18,2,12,13,0,0,24,0,0,0
"Cfap57",0,1,0,0,0,0,0,0,0,0,8,0,0,0
"Cfap58",3,6,1,2,1,0,2,1,0,0,0,0,0,0
"Cfap61",7,6,3,5,3,5,10,3,0,2,0,3,0,6
"Cfap69",18,69,19,30,24,15,47,16,0,11,12,6,0,5
"Cfap70",0,7,4,3,1,6,0,9,0,1,0,0,0,0
"Cfap73",0,1,0,2,0,0,0,3,0,0,0,0,0,0
"Cfap74",22,119,47,53,43,35,310,48,1,3,20,16,5,18
"Cfap77",12,56,19,19,9,2,7,27,0,6,15,5,1,0
"Cfap97",80,229,59,53,68,37,221,99,1,0,56,9,2,7
"Cfap99",0,3,1,0,2,0,0,0,0,0,0,0,1,0
"Cfb",1,32,4,8,14,0,39,26,0,0,26,12,0,3
"Cfc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfd",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfdp1",86,268,73,64,136,81,207,180,3,10,103,27,5,25
"Cfh",29,75,13,24,40,14,64,227,5,7,29,72,4,17
"Cfhr1",0,1,0,3,4,2,2,6,0,0,0,3,0,0
"Cfhr2",2,0,0,0,0,0,0,6,0,0,0,0,0,0
"Cfi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cfl1",853,2725,854,767,1687,743,2349,2117,61,198,1178,605,27,156
"Cfl2",48,223,65,48,116,33,230,112,3,16,99,45,4,27
"Cflar",45,84,32,21,34,24,113,92,0,2,8,71,1,26
"Cfp",20,69,18,24,52,31,119,35,4,1,51,9,1,40
"Cftr",0,2,2,2,0,0,0,0,0,0,1,0,0,0
"Cga",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cggbp1",111,422,134,102,68,84,284,211,4,8,146,36,2,11
"Cgn",11,31,11,15,24,8,18,13,3,1,25,14,0,0
"Cgnl1",12,31,10,12,29,6,28,11,3,2,2,10,0,0
"Cgref1",1,42,8,18,21,12,17,17,3,0,34,10,1,0
"Cgrrf1",18,59,18,12,21,23,35,25,4,1,18,4,0,12
"CH25-588N10.2",17,40,15,9,12,10,23,6,2,0,7,21,0,0
"Ch25h",3,0,2,0,1,0,0,7,0,0,0,2,0,0
"Chac1",19,27,13,16,24,4,8,9,2,0,30,11,0,0
"Chac2",12,26,22,16,15,7,24,20,0,0,8,3,0,0
"Chad",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Chadl",29,52,18,27,33,19,78,104,9,6,51,35,5,19
"Chaf1a",10,16,3,18,0,7,32,19,2,0,10,0,0,18
"Chaf1b",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Champ1",80,184,103,59,56,39,185,86,4,12,75,19,2,24
"Chat",2,1,5,4,1,1,1,1,0,1,0,0,4,3
"Chchd1",15,94,25,21,46,25,83,56,4,0,33,5,0,0
"Chchd10",101,539,162,163,349,148,393,521,16,54,337,163,0,50
"Chchd2",351,1352,348,249,649,255,1043,1066,32,47,481,220,20,98
"Chchd3",59,212,42,54,86,52,194,160,7,4,79,29,1,10
"Chchd4",40,186,69,55,84,40,185,133,1,8,38,20,1,13
"Chchd5",4,24,14,11,8,14,36,35,0,0,0,21,0,0
"Chchd6",62,237,69,51,141,35,198,156,2,15,93,24,1,0
"Chchd7",45,142,40,46,37,18,115,53,0,3,27,3,1,51
"Chd1",81,237,110,110,92,71,529,146,9,12,89,34,1,42
"Chd1l",15,57,24,27,36,9,89,67,1,3,25,8,0,18
"Chd2",80,352,179,123,139,67,464,271,7,22,67,66,4,52
"Chd3",1754,4863,1599,1592,1229,576,5632,3848,90,124,1567,572,47,570
"Chd3os",114,501,190,161,227,79,325,384,11,25,162,64,3,18
"Chd4",582,1463,655,430,493,326,1842,845,40,86,563,350,11,127
"Chd5",853,2309,718,907,632,267,824,1430,54,52,949,252,4,73
"Chd6",157,586,186,176,161,119,563,261,9,15,105,83,2,22
"Chd7",8,41,29,27,46,30,321,57,1,4,59,30,8,48
"Chd8",314,782,296,296,186,143,867,437,11,35,183,75,0,55
"Chd9",121,358,138,189,115,87,584,200,7,23,118,56,1,69
"Chdh",5,5,2,8,3,6,6,3,3,0,13,11,0,4
"Chek1",3,4,3,1,2,3,1,10,0,0,0,12,0,0
"Chek2",17,13,5,5,2,0,18,0,0,0,13,1,0,1
"Cherp",167,446,166,143,117,81,573,340,0,20,195,81,1,61
"Chfr",66,278,61,73,103,93,299,123,8,2,52,29,2,17
"Chga",146,568,173,198,306,137,353,354,17,33,332,49,19,69
"Chgb",995,2325,956,456,2225,1078,1483,1304,30,337,666,980,12,134
"Chia1",0,9,0,4,0,0,8,0,0,0,6,0,0,0
"Chic1",84,225,99,101,52,45,359,115,0,6,94,32,0,48
"Chic2",40,104,25,44,21,31,117,57,0,1,55,20,0,0
"Chid1",114,387,100,110,168,58,248,300,1,4,163,48,4,24
"Chil1",2,19,14,12,21,9,20,28,0,0,4,10,0,13
"Chil3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chit1",0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Chka",65,503,161,120,244,85,479,245,8,7,179,78,3,24
"Chkb",80,156,38,60,124,48,216,128,11,0,96,41,10,18
"Chl1",814,2460,581,575,363,183,1159,858,15,62,367,124,11,101
"Chm",124,417,170,88,120,65,225,192,6,10,81,34,1,32
"Chml",10,8,11,13,12,6,42,14,2,4,17,0,0,0
"Chmp1a",249,727,211,185,299,128,476,508,27,53,264,118,5,20
"Chmp1b",55,127,27,24,41,22,119,81,1,1,57,4,2,0
"Chmp2a",28,376,95,81,139,84,378,213,15,12,143,55,6,15
"Chmp2b",116,257,73,76,96,35,225,153,7,21,80,40,5,7
"Chmp3",219,597,210,162,186,122,479,446,5,24,216,83,4,31
"Chmp4b",269,945,274,214,383,160,1089,741,22,29,403,137,9,61
"Chmp4c",0,11,5,6,7,2,41,13,0,0,7,0,0,0
"Chmp5",104,335,92,112,84,73,295,230,7,18,95,35,3,15
"Chmp6",63,138,34,40,44,31,122,82,1,9,88,22,1,7
"Chmp7",157,629,225,141,221,100,501,242,13,16,211,44,0,65
"Chn1",3103,9482,3399,2068,3026,1511,9335,4959,135,415,2288,1033,51,624
"Chn2",14,37,7,28,14,18,88,63,0,6,45,62,0,5
"Chodl",0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Chordc1",111,250,118,93,117,43,255,126,1,10,103,51,0,21
"Chp1",268,797,292,238,334,142,573,640,16,21,298,111,8,59
"Chp2",0,4,0,2,3,0,0,10,0,0,0,4,0,0
"Chpf",336,1116,369,351,362,176,599,773,15,29,340,114,9,26
"Chpf2",143,557,133,130,230,103,359,356,11,7,184,93,4,19
"Chpt1",166,248,103,119,133,64,235,213,6,5,148,83,28,81
"Chrac1",5,27,16,14,15,24,75,42,0,0,9,9,0,14
"Chrd",407,1487,360,370,357,104,1078,742,18,8,378,56,8,129
"Chrdl1",1,25,6,1,3,0,11,20,0,0,0,3,0,4
"Chrdl2",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Chrm1",903,2548,829,517,710,278,1407,1195,32,52,739,199,4,179
"Chrm2",11,8,12,34,21,1,0,21,4,0,4,14,0,1
"Chrm3",345,654,356,257,181,85,2,360,7,30,181,65,5,0
"Chrm4",27,138,40,37,8,5,10,52,4,0,18,0,0,0
"Chrm5",0,7,3,19,2,1,0,6,0,0,27,0,0,0
"Chrna1",1,8,7,1,8,4,20,0,0,0,1,2,0,1
"Chrna10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna2",13,8,5,2,18,9,52,14,0,6,10,6,1,0
"Chrna3",0,10,4,15,5,1,0,6,0,0,1,0,0,1
"Chrna4",43,57,36,29,56,18,30,76,2,6,30,13,4,0
"Chrna5",15,66,53,33,22,7,6,31,1,0,4,0,0,4
"Chrna6",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chrna7",107,216,58,80,36,46,205,120,0,7,18,9,1,2
"Chrna9",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Chrnb1",5,2,0,4,2,0,18,14,0,0,7,4,0,1
"Chrnb2",150,519,135,181,198,69,371,256,0,19,172,83,7,80
"Chrnb3",0,5,5,8,4,1,4,16,1,0,1,0,0,1
"Chrnb4",2,3,0,3,0,2,12,3,0,2,3,0,0,6
"Chrnd",0,4,1,0,0,0,5,0,0,0,0,0,0,0
"Chrne",0,0,0,1,11,0,2,0,0,0,0,0,0,0
"Chrng",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Chst1",975,3364,993,805,1085,466,2678,1603,46,88,1050,263,14,204
"Chst10",114,352,104,94,128,127,357,180,4,24,127,48,1,44
"Chst11",236,552,233,127,203,84,266,314,10,48,148,180,8,34
"Chst12",59,191,48,50,34,9,116,85,11,9,50,18,4,15
"Chst13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chst14",5,20,11,7,4,0,24,21,0,1,7,0,0,0
"Chst15",154,466,139,118,124,52,667,262,1,13,113,1,11,44
"Chst2",623,1538,450,410,881,213,599,1297,34,72,457,534,10,160
"Chst3",17,13,6,11,6,9,23,27,0,3,40,2,1,0
"Chst4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chst5",0,3,3,0,0,2,0,13,0,0,0,3,0,0
"Chst7",0,12,1,6,3,4,39,7,0,4,6,2,0,0
"Chst8",65,264,76,53,98,11,4,143,5,9,94,32,1,1
"Chst9",0,12,0,1,6,8,15,3,0,4,0,0,0,0
"Chsy1",33,101,29,19,34,26,85,65,5,5,33,45,0,24
"Chsy3",12,35,17,2,1,5,56,20,0,0,0,2,0,26
"Chtf18",0,13,0,0,1,2,20,7,0,0,0,14,0,0
"Chtf8",142,455,159,120,114,98,534,402,3,14,135,41,0,51
"Chtop",240,885,243,235,254,227,1084,486,12,35,281,126,11,73
"Chuk",85,234,54,89,56,46,274,91,1,3,107,41,0,48
"Churc1",3,115,22,29,53,11,91,82,0,12,45,3,0,10
"Ciao1",81,261,106,79,138,45,290,155,5,10,88,30,0,16
"Ciapin1",153,382,102,89,118,54,268,163,7,7,88,33,5,23
"Ciart",14,86,61,28,24,12,246,87,4,3,16,1,1,15
"Cib1",16,43,7,11,24,7,39,59,2,0,59,7,0,0
"Cib2",7,53,8,15,41,12,58,76,0,8,20,18,0,1
"Cib3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cib4",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cic",485,1512,551,488,429,268,1718,1203,45,42,501,247,10,187
"Cidea",0,0,1,3,18,8,50,6,0,4,20,14,0,0
"Cideb",8,9,2,1,3,0,4,5,0,0,11,8,0,0
"Cidec",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciita",2,5,4,4,6,0,48,9,1,0,2,0,0,0
"Cilp",0,0,0,0,0,0,7,2,0,0,0,0,1,0
"Cilp2",0,27,11,5,0,0,38,26,0,0,4,0,0,9
"Cinp",54,184,47,48,61,31,125,140,1,11,79,11,0,6
"Cipc",158,420,145,174,138,102,476,218,2,20,196,82,5,65
"Cir1",38,194,56,55,71,43,261,114,7,2,66,17,0,22
"Cirbp",119,259,107,89,137,83,363,161,10,20,120,17,6,30
"Cirh1a",87,231,85,51,88,29,303,130,4,6,51,26,0,55
"Cisd1",62,314,91,81,171,106,455,304,7,11,139,40,0,14
"Cisd2",69,311,93,98,105,52,263,142,2,4,65,32,1,8
"Cisd3",10,55,22,21,23,33,65,35,2,3,54,55,1,2
"Cish",7,2,2,3,2,3,19,5,2,9,0,14,2,6
"Cit",44,235,58,130,111,30,91,131,3,11,135,32,0,5
"Cited1",6,0,0,0,4,0,7,5,0,0,1,0,0,0
"Cited2",27,121,38,52,110,62,222,149,3,10,49,21,0,11
"Cited4",3,8,2,7,0,0,9,14,0,0,0,2,0,0
"Ciz1",96,379,94,101,68,79,389,250,6,25,109,21,2,43
"CK137956",0,4,2,6,0,0,15,3,0,0,1,0,0,0
"Ckap2",0,7,3,0,0,0,0,0,0,0,0,0,0,0
"Ckap2l",0,3,0,2,0,0,0,0,0,0,0,0,0,12
"Ckap4",70,153,55,60,72,34,103,87,3,1,48,21,1,11
"Ckap5",339,992,449,301,218,139,715,611,11,14,278,131,4,57
"Ckb",1737,4788,1731,1592,2403,1222,4549,4422,141,196,2877,1218,63,406
"Cklf",4,5,3,13,4,1,13,1,0,0,6,1,0,0
"Ckm",7,3,3,7,3,2,0,7,0,4,4,0,0,0
"Ckmt1",247,975,262,206,368,172,622,568,16,15,334,92,6,15
"Ckmt2",0,0,0,0,0,0,1,0,0,0,3,0,0,0
"Cks1b",0,6,3,2,7,0,5,8,0,0,0,0,0,0
"Cks1brt",0,9,2,0,0,0,7,5,0,2,0,0,0,0
"Cks2",1,0,3,0,4,0,6,6,0,0,0,0,0,0
"Clasp1",184,769,295,303,149,77,624,342,5,4,197,113,12,82
"Clasp2",612,1583,621,553,535,338,1372,812,31,117,590,277,8,129
"Clasrp",107,451,107,128,185,113,526,298,32,12,195,90,5,72
"Clca1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca3a1",6,19,3,11,0,1,23,5,0,0,3,0,0,0
"Clca3a2",1,9,0,1,2,0,0,6,0,0,0,0,0,0
"Clca3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clca4a",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Clca4b",0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Clcc1",9,128,32,34,46,35,196,68,1,12,46,10,0,5
"Clcf1",13,3,6,4,1,8,15,11,0,6,6,3,0,0
"Clcn1",17,13,0,8,8,1,14,8,5,0,3,0,0,0
"Clcn2",286,1070,256,169,256,80,527,440,26,19,231,82,0,30
"Clcn3",479,1225,405,452,344,195,888,669,14,30,574,173,2,91
"Clcn4",575,1373,510,427,532,287,1131,761,21,69,427,206,4,107
"Clcn5",14,40,6,22,21,16,63,5,0,4,48,24,0,4
"Clcn6",241,726,209,248,205,124,503,442,11,39,232,193,2,27
"Clcn7",90,327,111,131,172,79,410,231,7,22,180,22,3,105
"Clcnka",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clcnkb",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn1",0,0,0,4,7,1,1,0,0,0,4,0,0,0
"Cldn10",22,101,43,26,61,17,63,107,4,7,74,36,1,3
"Cldn11",30,87,40,196,174,158,235,168,23,51,697,367,12,30
"Cldn12",56,147,59,74,67,39,261,61,7,2,34,30,1,43
"Cldn13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn14",0,2,1,2,0,0,0,0,0,0,3,5,0,0
"Cldn15",0,0,4,0,0,0,3,6,0,0,0,14,0,0
"Cldn16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn19",8,7,5,3,3,2,11,2,0,0,0,0,2,1
"Cldn2",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Cldn20",0,0,1,3,0,0,8,0,0,0,0,0,0,3
"Cldn22",0,0,0,0,0,12,0,0,0,0,0,15,0,0
"Cldn23",8,21,5,9,3,2,0,0,1,0,0,0,0,0
"Cldn24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn3",0,0,0,0,1,2,2,0,0,0,0,0,0,0
"Cldn34a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b3",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Cldn34b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c1",13,39,13,16,8,0,38,18,1,0,23,5,0,0
"Cldn34c2",0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Cldn34c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn5",62,84,13,29,92,39,86,190,15,5,27,32,0,8
"Cldn6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn7",0,0,0,0,0,0,3,0,0,0,5,0,0,0
"Cldn8",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cldn9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldnd1",65,248,61,119,65,78,195,90,6,10,88,68,10,16
"Cldnd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec10a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec11a",11,62,17,8,11,7,22,34,0,0,12,5,0,8
"Clec12a",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Clec12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec14a",2,0,2,4,0,4,26,6,0,0,1,4,0,6
"Clec16a",274,869,238,257,245,173,681,419,9,44,213,81,6,79
"Clec18a",2,5,0,8,7,0,14,0,0,19,0,2,0,0
"Clec1a",0,6,0,0,6,0,3,0,0,0,9,2,0,0
"Clec1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2d",2,0,0,2,2,0,0,1,0,0,3,0,1,0
"Clec2e",5,4,0,1,0,0,4,4,0,0,1,0,0,0
"Clec2g",1,6,0,2,1,0,0,11,2,0,1,0,0,5
"Clec2h",0,9,3,6,3,0,17,1,0,1,13,0,0,0
"Clec2i",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Clec2l",32,197,61,97,141,42,167,300,19,20,130,76,2,8
"Clec3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec3b",0,2,0,0,2,0,0,0,0,0,5,0,0,0
"Clec4a1",0,1,0,0,0,0,0,2,0,0,0,0,0,0
"Clec4a2",8,6,10,1,5,3,23,14,0,0,8,5,0,1
"Clec4a3",0,4,0,0,0,0,0,0,0,0,7,0,0,0
"Clec4a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4f",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Clec4g",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4n",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec5a",1,9,1,2,3,0,0,31,0,0,0,6,0,13
"Clec7a",0,5,1,0,3,0,4,0,1,0,0,9,0,0
"Clec9a",0,1,0,0,0,0,5,0,0,0,4,11,0,0
"Clgn",22,65,33,31,31,19,54,46,0,0,29,19,0,4
"Clhc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clic1",18,28,1,2,11,4,20,59,6,1,6,22,4,0
"Clic3",5,10,3,4,7,1,37,16,0,0,0,0,0,0
"Clic4",38,119,52,138,146,104,236,192,14,27,332,226,7,81
"Clic5",9,15,8,12,4,5,23,10,0,0,27,9,0,0
"Clic6",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Clint1",119,311,115,77,135,48,294,202,6,27,120,97,0,6
"Clip1",366,894,390,306,394,171,668,364,23,35,240,97,4,97
"Clip2",381,1219,473,405,485,185,473,824,17,46,467,260,5,59
"Clip3",933,2566,945,880,1166,623,2067,1488,41,143,948,507,14,162
"Clip4",216,534,234,160,153,73,299,322,12,9,172,63,1,50
"Clk1",210,564,174,209,262,130,911,365,9,21,163,80,2,37
"Clk2",73,197,68,65,57,46,359,156,1,13,85,24,5,17
"Clk3",102,264,105,117,117,50,430,223,8,1,56,25,3,12
"Clk4",86,307,68,123,102,57,513,203,12,6,156,62,2,28
"Clmn",151,572,183,196,351,152,1080,268,10,61,401,220,4,113
"Clmp",42,30,89,11,101,94,440,45,1,7,21,44,1,28
"Cln3",5,96,19,27,26,21,109,41,4,0,70,4,2,0
"Cln5",59,47,21,12,20,9,63,27,2,0,21,0,0,0
"Cln6",12,78,7,26,14,12,68,31,1,0,35,13,1,3
"Cln8",29,155,70,42,81,31,153,137,5,2,127,37,0,5
"Clnk",0,0,1,4,0,3,0,0,0,0,3,0,0,0
"Clns1a",100,312,92,85,97,63,306,170,8,26,100,69,6,18
"Clock",299,620,274,243,187,105,648,231,4,14,205,107,2,57
"Clp1",13,50,21,14,8,3,62,25,1,9,15,9,0,0
"Clpb",149,442,117,112,125,57,277,227,3,36,154,76,7,23
"Clpp",60,212,64,67,103,60,165,131,6,11,85,28,0,19
"Clps",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clpsl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clptm1",305,1062,366,385,403,196,710,682,24,51,399,131,9,36
"Clptm1l",240,737,228,189,278,108,620,489,9,38,214,81,5,60
"Clpx",39,203,74,36,66,26,191,130,4,3,38,37,2,27
"Clrn1",7,33,5,24,11,7,30,9,0,4,8,5,0,0
"Clrn2",0,0,1,0,0,0,4,0,0,0,0,0,0,0
"Clrn3",0,0,1,0,0,0,2,0,0,0,0,0,0,0
"Clspn",6,11,4,0,0,8,39,4,0,0,5,0,0,0
"Clstn1",2853,9090,3185,2582,2617,1458,3575,4659,185,342,2698,1015,29,388
"Clstn2",322,807,358,191,355,336,1037,366,9,76,192,240,5,35
"Clstn3",840,2346,859,757,1026,387,848,1292,30,87,833,347,10,117
"Clta",248,792,256,213,356,264,980,667,17,38,307,150,10,37
"Cltb",203,638,184,193,324,185,777,478,9,47,323,179,10,99
"Cltc",1593,4175,1475,1152,1193,613,2232,2078,42,149,833,613,26,277
"Clu",867,2302,636,915,971,897,2031,2816,78,78,1384,982,49,424
"Cluap1",25,119,43,33,54,28,212,96,0,6,34,9,0,4
"Cluh",245,823,285,277,315,140,660,481,8,32,287,98,11,83
"Clvs1",181,456,170,118,79,42,207,204,6,7,78,48,3,28
"Clvs2",81,306,99,66,121,45,328,134,8,5,60,48,5,24
"Clybl",24,43,17,27,35,26,44,67,0,15,25,10,0,2
"Cma1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cma2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmah",36,115,35,71,24,36,208,77,1,8,55,48,2,14
"Cmas",91,452,136,109,181,98,302,239,13,36,166,23,10,22
"Cmbl",22,39,6,1,6,3,35,11,0,0,1,0,0,0
"Cmc1",26,44,16,12,13,12,26,25,0,0,18,3,0,0
"Cmc2",4,30,12,13,25,19,13,16,0,1,2,5,2,0
"Cmc4",12,8,5,7,19,17,21,19,3,0,1,0,0,2
"Cmip",475,1620,535,509,453,226,1040,800,27,69,522,242,12,127
"Cmklr1",5,15,2,5,15,4,15,24,2,1,19,18,0,3
"Cmpk1",71,371,89,82,101,52,190,162,4,27,114,50,0,14
"Cmpk2",14,71,37,29,20,38,72,46,1,8,49,20,0,3
"Cmss1",2,42,16,18,19,10,4,24,3,9,15,6,0,0
"Cmtm1",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm3",3,27,6,7,6,0,20,23,1,1,8,14,0,0
"Cmtm4",287,948,241,247,170,68,383,531,15,2,268,93,4,38
"Cmtm5",18,87,11,63,43,45,75,125,7,25,134,83,2,37
"Cmtm6",57,126,41,39,65,20,128,247,17,8,93,48,0,0
"Cmtm7",0,5,1,0,2,0,7,30,0,0,3,7,0,0
"Cmtm8",0,6,2,0,10,0,1,0,0,0,8,0,0,1
"Cmtr1",143,722,240,210,240,156,567,372,15,23,253,101,0,33
"Cmtr2",11,58,9,19,10,11,14,12,0,0,23,0,0,0
"Cmya5",38,101,45,46,15,6,5,68,0,0,6,2,1,0
"CN725425",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cnbd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnbd2",81,229,62,60,131,45,249,271,12,12,117,101,3,12
"Cnbp",353,1335,386,322,502,246,1626,786,27,29,447,150,8,85
"Cndp1",0,0,1,2,2,0,0,0,0,0,0,0,0,0
"Cndp2",64,246,61,80,140,98,245,178,13,11,109,30,1,7
"Cnep1r1",44,126,54,67,65,31,132,113,6,8,82,12,2,0
"Cnfn",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnga1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
